"Year","State.Territory","Affiliation","Sex","Student.Type","Total.count"
2018,"NSW","Government","Male","Non-Indigenous",950
2018,"NSW","Government","Male","Non-Indigenous",1438
2018,"NSW","Government","Male","Non-Indigenous",1532
2018,"NSW","Government","Male","Non-Indigenous",1511
2018,"NSW","Government","Male","Non-Indigenous",1288
2018,"NSW","Government","Male","Non-Indigenous",1028
2018,"NSW","Government","Male","Non-Indigenous",463
2018,"NSW","Government","Male","Non-Indigenous",41
2018,"NSW","Government","Male","Non-Indigenous",18
2018,"NSW","Government","Male","Non-Indigenous",26
2018,"NSW","Government","Male","Non-Indigenous",337
2018,"NSW","Government","Male","Non-Indigenous",14371
2018,"NSW","Government","Male","Non-Indigenous",5443
2018,"NSW","Government","Male","Non-Indigenous",299
2018,"NSW","Government","Male","Non-Indigenous",49
2018,"NSW","Government","Male","Non-Indigenous",21
2018,"NSW","Government","Male","Non-Indigenous",57
2018,"NSW","Government","Male","Non-Indigenous",343
2018,"NSW","Government","Male","Non-Indigenous",12311
2018,"NSW","Government","Male","Non-Indigenous",4430
2018,"NSW","Government","Male","Non-Indigenous",233
2018,"NSW","Government","Male","Non-Indigenous",39
2018,"NSW","Government","Male","Non-Indigenous",30
2018,"NSW","Government","Female","Indigenous",39
2018,"NSW","Government","Female","Indigenous",2060
2018,"NSW","Government","Female","Indigenous",679
2018,"NSW","Government","Female","Indigenous",4
2018,"NSW","Government","Female","Indigenous",51
2018,"NSW","Government","Female","Indigenous",1934
2018,"NSW","Government","Female","Indigenous",623
2018,"NSW","Government","Female","Indigenous",3
2018,"NSW","Government","Female","Indigenous",44
2018,"NSW","Government","Female","Indigenous",1879
2018,"NSW","Government","Female","Indigenous",589
2018,"NSW","Government","Female","Indigenous",5
2018,"NSW","Government","Female","Indigenous",37
2018,"NSW","Government","Female","Indigenous",1971
2018,"NSW","Government","Female","Indigenous",550
2018,"NSW","Government","Female","Indigenous",5
2018,"NSW","Government","Female","Indigenous",25
2018,"NSW","Government","Female","Indigenous",1931
2018,"NSW","Government","Female","Indigenous",564
2018,"NSW","Government","Female","Indigenous",5
2018,"NSW","Government","Female","Indigenous",32
2018,"NSW","Government","Female","Indigenous",1925
2018,"NSW","Government","Female","Indigenous",592
2018,"NSW","Government","Female","Indigenous",3
2018,"NSW","Government","Female","Indigenous",34
2018,"NSW","Government","Female","Indigenous",1970
2018,"NSW","Government","Female","Indigenous",579
2018,"NSW","Government","Female","Indigenous",4
2018,"NSW","Government","Female","Indigenous",8
2018,"NSW","Government","Female","Indigenous",26
2018,"NSW","Government","Female","Indigenous",42
2018,"NSW","Government","Female","Indigenous",44
2018,"NSW","Government","Female","Indigenous",57
2018,"NSW","Government","Female","Indigenous",78
2018,"NSW","Government","Female","Indigenous",72
2018,"NSW","Government","Female","Indigenous",20
2018,"NSW","Government","Female","Indigenous",36
2018,"NSW","Government","Female","Indigenous",1745
2018,"NSW","Government","Female","Indigenous",490
2018,"NSW","Government","Female","Indigenous",7
2018,"NSW","Government","Female","Indigenous",43
2018,"NSW","Government","Female","Indigenous",1622
2018,"NSW","Government","Female","Indigenous",503
2018,"NSW","Government","Female","Indigenous",5
2018,"NSW","Government","Female","Indigenous",23
2018,"NSW","Government","Female","Indigenous",1483
2018,"NSW","Government","Female","Indigenous",510
2018,"NSW","Government","Female","Indigenous",12
2018,"NSW","Government","Female","Indigenous",36
2018,"NSW","Government","Female","Indigenous",1469
2018,"NSW","Government","Female","Indigenous",504
2018,"NSW","Government","Female","Indigenous",10
2018,"NSW","Government","Female","Indigenous",3
2018,"NSW","Government","Female","Indigenous",84
2018,"NSW","Government","Female","Indigenous",113
2018,"NSW","Government","Female","Indigenous",120
2018,"NSW","Government","Female","Indigenous",125
2018,"NSW","Government","Female","Indigenous",109
2018,"NSW","Government","Female","Indigenous",68
2018,"NSW","Government","Female","Indigenous",29
2018,"NSW","Government","Female","Indigenous",24
2018,"NSW","Government","Female","Indigenous",1130
2018,"NSW","Government","Female","Indigenous",339
2018,"NSW","Government","Female","Indigenous",8
2018,"NSW","Government","Female","Indigenous",17
2018,"NSW","Government","Female","Indigenous",798
2018,"NSW","Government","Female","Indigenous",219
2018,"NSW","Government","Female","Indigenous",10
2018,"NSW","Government","Female","Non-Indigenous",657
2018,"NSW","Government","Female","Non-Indigenous",25036
2018,"NSW","Government","Female","Non-Indigenous",6436
2018,"NSW","Government","Female","Non-Indigenous",15
2018,"NSW","Government","Female","Non-Indigenous",696
2018,"NSW","Government","Female","Non-Indigenous",24762
2018,"NSW","Government","Female","Non-Indigenous",6140
2018,"NSW","Government","Female","Non-Indigenous",8
2018,"NSW","Government","Female","Non-Indigenous",622
2018,"NSW","Government","Female","Non-Indigenous",24888
2018,"NSW","Government","Female","Non-Indigenous",6141
2018,"NSW","Government","Female","Non-Indigenous",17
2018,"NSW","Government","Female","Non-Indigenous",673
2018,"NSW","Government","Female","Non-Indigenous",24584
2018,"NSW","Government","Female","Non-Indigenous",5716
2018,"NSW","Government","Female","Non-Indigenous",14
2018,"NSW","Government","Female","Non-Indigenous",651
2018,"NSW","Government","Female","Non-Indigenous",24674
2018,"NSW","Government","Female","Non-Indigenous",5632
2018,"NSW","Government","Female","Non-Indigenous",12
2018,"NSW","Government","Female","Non-Indigenous",672
2018,"NSW","Government","Female","Non-Indigenous",24368
2018,"NSW","Government","Female","Non-Indigenous",5544
2018,"NSW","Government","Female","Non-Indigenous",10
2018,"NSW","Government","Female","Non-Indigenous",685
2018,"NSW","Government","Female","Non-Indigenous",23824
2018,"NSW","Government","Female","Non-Indigenous",5492
2018,"NSW","Government","Female","Non-Indigenous",24
2018,"NSW","Government","Female","Non-Indigenous",16
2018,"NSW","Government","Female","Non-Indigenous",136
2018,"NSW","Government","Female","Non-Indigenous",226
2018,"NSW","Government","Female","Non-Indigenous",250
2018,"NSW","Government","Female","Non-Indigenous",264
2018,"NSW","Government","Female","Non-Indigenous",340
2018,"NSW","Government","Female","Non-Indigenous",416
2018,"NSW","Government","Female","Non-Indigenous",384
2018,"NSW","Government","Female","Non-Indigenous",108
2018,"NSW","Government","Female","Non-Indigenous",525
2018,"NSW","Government","Female","Non-Indigenous",18802
2018,"NSW","Government","Female","Non-Indigenous",4526
2018,"NSW","Government","Female","Non-Indigenous",26
2018,"NSW","Government","Female","Non-Indigenous",483
2018,"NSW","Government","Female","Non-Indigenous",18192
2018,"NSW","Government","Female","Non-Indigenous",4307
2018,"NSW","Government","Female","Non-Indigenous",37
2018,"NSW","Government","Female","Non-Indigenous",464
2018,"NSW","Government","Female","Non-Indigenous",17760
2018,"NSW","Government","Female","Non-Indigenous",4631
2018,"NSW","Government","Female","Non-Indigenous",62
2018,"NSW","Government","Female","Non-Indigenous",5
2018,"NSW","Government","Female","Non-Indigenous",494
2018,"NSW","Government","Female","Non-Indigenous",17542
2018,"NSW","Government","Female","Non-Indigenous",4748
2018,"NSW","Government","Female","Non-Indigenous",191
2018,"NSW","Government","Female","Non-Indigenous",31
2018,"NSW","Government","Female","Non-Indigenous",20
2018,"NSW","Government","Female","Non-Indigenous",13
2018,"NSW","Government","Female","Non-Indigenous",85
2018,"NSW","Government","Female","Non-Indigenous",59
2018,"NSW","Government","Female","Non-Indigenous",383
2018,"NSW","Government","Female","Non-Indigenous",581
2018,"NSW","Government","Female","Non-Indigenous",641
2018,"NSW","Government","Female","Non-Indigenous",696
2018,"NSW","Government","Female","Non-Indigenous",599
2018,"NSW","Government","Female","Non-Indigenous",464
2018,"NSW","Government","Female","Non-Indigenous",239
2018,"NSW","Government","Female","Non-Indigenous",23
2018,"NSW","Government","Female","Non-Indigenous",14
2018,"NSW","Government","Female","Non-Indigenous",32
2018,"NSW","Government","Female","Non-Indigenous",491
2018,"NSW","Government","Female","Non-Indigenous",16423
2018,"NSW","Government","Female","Non-Indigenous",4388
2018,"NSW","Government","Female","Non-Indigenous",266
2018,"NSW","Government","Female","Non-Indigenous",40
2018,"NSW","Government","Female","Non-Indigenous",10
2018,"NSW","Government","Female","Non-Indigenous",129
2018,"NSW","Government","Female","Non-Indigenous",468
2018,"NSW","Government","Female","Non-Indigenous",14834
2018,"NSW","Government","Female","Non-Indigenous",3946
2018,"NSW","Government","Female","Non-Indigenous",208
2018,"NSW","Government","Female","Non-Indigenous",27
2018,"NSW","Government","Female","Non-Indigenous",45
2018,"NSW","Catholic","Male","Indigenous",215
2018,"NSW","Catholic","Male","Indigenous",129
2018,"NSW","Catholic","Male","Indigenous",212
2018,"NSW","Catholic","Male","Indigenous",108
2018,"NSW","Catholic","Male","Indigenous",197
2018,"NSW","Catholic","Male","Indigenous",140
2018,"NSW","Catholic","Male","Indigenous",208
2018,"NSW","Catholic","Male","Indigenous",99
2018,"NSW","Catholic","Male","Indigenous",182
2018,"NSW","Catholic","Male","Indigenous",99
2018,"NSW","Catholic","Male","Indigenous",184
2018,"NSW","Catholic","Male","Indigenous",104
2018,"NSW","Catholic","Male","Indigenous",4
2018,"NSW","Catholic","Male","Indigenous",191
2018,"NSW","Catholic","Male","Indigenous",101
2018,"NSW","Catholic","Male","Indigenous",3
2018,"NSW","Catholic","Male","Indigenous",276
2018,"NSW","Catholic","Male","Indigenous",106
2018,"NSW","Catholic","Male","Indigenous",3
2018,"NSW","Catholic","Male","Indigenous",262
2018,"NSW","Catholic","Male","Indigenous",129
2018,"NSW","Catholic","Male","Indigenous",3
2018,"NSW","Catholic","Male","Indigenous",205
2018,"NSW","Catholic","Male","Indigenous",97
2018,"NSW","Catholic","Male","Indigenous",210
2018,"NSW","Catholic","Male","Indigenous",111
2018,"NSW","Catholic","Male","Indigenous",7
2018,"NSW","Catholic","Male","Indigenous",5
2018,"NSW","Catholic","Male","Indigenous",4
2018,"NSW","Catholic","Male","Indigenous",145
2018,"NSW","Catholic","Male","Indigenous",76
2018,"NSW","Catholic","Male","Indigenous",144
2018,"NSW","Catholic","Male","Indigenous",62
2018,"NSW","Catholic","Male","Non-Indigenous",41
2018,"NSW","Catholic","Male","Non-Indigenous",6158
2018,"NSW","Catholic","Male","Non-Indigenous",2821
2018,"NSW","Catholic","Male","Non-Indigenous",5
2018,"NSW","Catholic","Male","Non-Indigenous",61
2018,"NSW","Catholic","Male","Non-Indigenous",6229
2018,"NSW","Catholic","Male","Non-Indigenous",2884
2018,"NSW","Catholic","Male","Non-Indigenous",4
2018,"NSW","Catholic","Male","Non-Indigenous",46
2018,"NSW","Catholic","Male","Non-Indigenous",5989
2018,"NSW","Catholic","Male","Non-Indigenous",2764
2018,"NSW","Catholic","Male","Non-Indigenous",9
2018,"NSW","Catholic","Male","Non-Indigenous",63
2018,"NSW","Catholic","Male","Non-Indigenous",6276
2018,"NSW","Catholic","Male","Non-Indigenous",2675
2018,"NSW","Catholic","Male","Non-Indigenous",4
2018,"NSW","Catholic","Male","Non-Indigenous",67
2018,"NSW","Catholic","Male","Non-Indigenous",6248
2018,"NSW","Catholic","Male","Non-Indigenous",2600
2018,"NSW","Catholic","Male","Non-Indigenous",7
2018,"NSW","Catholic","Male","Non-Indigenous",70
2018,"NSW","Catholic","Male","Non-Indigenous",6487
2018,"NSW","Catholic","Male","Non-Indigenous",2554
2018,"NSW","Catholic","Male","Non-Indigenous",14
2018,"NSW","Catholic","Male","Non-Indigenous",68
2018,"NSW","Catholic","Male","Non-Indigenous",6478
2018,"NSW","Catholic","Male","Non-Indigenous",2549
2018,"NSW","Catholic","Male","Non-Indigenous",14
2018,"NSW","Catholic","Male","Non-Indigenous",16
2018,"NSW","Catholic","Male","Non-Indigenous",35
2018,"NSW","Catholic","Male","Non-Indigenous",32
2018,"NSW","Catholic","Male","Non-Indigenous",29
2018,"NSW","Catholic","Male","Non-Indigenous",21
2018,"NSW","Catholic","Male","Non-Indigenous",27
2018,"NSW","Catholic","Male","Non-Indigenous",30
2018,"NSW","Catholic","Male","Non-Indigenous",89
2018,"NSW","Catholic","Male","Non-Indigenous",7742
2018,"NSW","Catholic","Male","Non-Indigenous",3137
2018,"NSW","Catholic","Male","Non-Indigenous",16
2018,"NSW","Catholic","Male","Non-Indigenous",104
2018,"NSW","Catholic","Male","Non-Indigenous",7608
2018,"NSW","Catholic","Male","Non-Indigenous",3040
2018,"NSW","Catholic","Male","Non-Indigenous",18
2018,"NSW","Catholic","Male","Non-Indigenous",104
2018,"NSW","Catholic","Male","Non-Indigenous",7662
2018,"NSW","Catholic","Male","Non-Indigenous",3024
2018,"NSW","Catholic","Male","Non-Indigenous",19
2018,"NSW","Catholic","Male","Non-Indigenous",99
2018,"NSW","Catholic","Male","Non-Indigenous",7210
2018,"NSW","Catholic","Male","Non-Indigenous",3040
2018,"NSW","Catholic","Male","Non-Indigenous",60
2018,"NSW","Catholic","Male","Non-Indigenous",8
2018,"NSW","Catholic","Male","Non-Indigenous",4
2018,"NSW","Catholic","Male","Non-Indigenous",31
2018,"NSW","Catholic","Male","Non-Indigenous",38
2018,"NSW","Catholic","Male","Non-Indigenous",50
2018,"NSW","Catholic","Male","Non-Indigenous",33
2018,"NSW","Catholic","Male","Non-Indigenous",36
2018,"NSW","Catholic","Male","Non-Indigenous",20
2018,"NSW","Catholic","Male","Non-Indigenous",16
2018,"NSW","Catholic","Male","Non-Indigenous",94
2018,"NSW","Catholic","Male","Non-Indigenous",6340
2018,"NSW","Catholic","Male","Non-Indigenous",2521
2018,"NSW","Catholic","Male","Non-Indigenous",57
2018,"NSW","Catholic","Male","Non-Indigenous",4
2018,"NSW","Catholic","Male","Non-Indigenous",82
2018,"NSW","Catholic","Male","Non-Indigenous",5959
2018,"NSW","Catholic","Male","Non-Indigenous",2344
2018,"NSW","Catholic","Male","Non-Indigenous",26
2018,"NSW","Catholic","Male","Non-Indigenous",4
2018,"NSW","Catholic","Female","Indigenous",3
2018,"NSW","Catholic","Female","Indigenous",233
2018,"NSW","Catholic","Female","Indigenous",120
2018,"NSW","Catholic","Female","Indigenous",220
2018,"NSW","Catholic","Female","Indigenous",82
2018,"NSW","Catholic","Female","Indigenous",231
2018,"NSW","Catholic","Female","Indigenous",105
2018,"NSW","Catholic","Female","Indigenous",252
2018,"NSW","Catholic","Female","Indigenous",81
2018,"NSW","Catholic","Female","Indigenous",6
2018,"NSW","Catholic","Female","Indigenous",240
2018,"NSW","Catholic","Female","Indigenous",87
2018,"NSW","Catholic","Female","Indigenous",227
2018,"NSW","Catholic","Female","Indigenous",85
2018,"NSW","Catholic","Female","Indigenous",250
2018,"NSW","Catholic","Female","Indigenous",79
2018,"NSW","Catholic","Female","Indigenous",7
2018,"NSW","Catholic","Female","Indigenous",273
2018,"NSW","Catholic","Female","Indigenous",84
2018,"NSW","Catholic","Female","Indigenous",7
2018,"NSW","Catholic","Female","Indigenous",258
2018,"NSW","Catholic","Female","Indigenous",76
2018,"NSW","Catholic","Female","Indigenous",3
2018,"NSW","Catholic","Female","Indigenous",5
2018,"NSW","Catholic","Female","Indigenous",245
2018,"NSW","Catholic","Female","Indigenous",85
2018,"NSW","Catholic","Female","Indigenous",5
2018,"NSW","Catholic","Female","Indigenous",222
2018,"NSW","Catholic","Female","Indigenous",70
2018,"NSW","Catholic","Female","Indigenous",9
2018,"NSW","Catholic","Female","Indigenous",5
2018,"NSW","Catholic","Female","Indigenous",176
2018,"NSW","Catholic","Female","Indigenous",54
2018,"NSW","Catholic","Female","Indigenous",4
2018,"NSW","Catholic","Female","Indigenous",151
2018,"NSW","Catholic","Female","Indigenous",63
2018,"NSW","Catholic","Female","Non-Indigenous",77
2018,"NSW","Catholic","Female","Non-Indigenous",6852
2018,"NSW","Catholic","Female","Non-Indigenous",2100
2018,"NSW","Catholic","Female","Non-Indigenous",92
2018,"NSW","Catholic","Female","Non-Indigenous",6689
2018,"NSW","Catholic","Female","Non-Indigenous",2077
2018,"NSW","Catholic","Female","Non-Indigenous",5
2018,"NSW","Catholic","Female","Non-Indigenous",99
2018,"NSW","Catholic","Female","Non-Indigenous",6746
2018,"NSW","Catholic","Female","Non-Indigenous",2056
2018,"NSW","Catholic","Female","Non-Indigenous",3
2018,"NSW","Catholic","Female","Non-Indigenous",101
2018,"NSW","Catholic","Female","Non-Indigenous",6796
2018,"NSW","Catholic","Female","Non-Indigenous",1982
2018,"NSW","Catholic","Female","Non-Indigenous",8
2018,"NSW","Catholic","Female","Non-Indigenous",101
2018,"NSW","Catholic","Female","Non-Indigenous",6848
2018,"NSW","Catholic","Female","Non-Indigenous",1882
2018,"NSW","Catholic","Female","Non-Indigenous",6
2018,"NSW","Catholic","Female","Non-Indigenous",114
2018,"NSW","Catholic","Female","Non-Indigenous",6854
2018,"NSW","Catholic","Female","Non-Indigenous",1990
2018,"NSW","Catholic","Female","Non-Indigenous",3
2018,"NSW","Catholic","Female","Non-Indigenous",99
2018,"NSW","Catholic","Female","Non-Indigenous",6780
2018,"NSW","Catholic","Female","Non-Indigenous",1836
2018,"NSW","Catholic","Female","Non-Indigenous",10
2018,"NSW","Catholic","Female","Non-Indigenous",3
2018,"NSW","Catholic","Female","Non-Indigenous",19
2018,"NSW","Catholic","Female","Non-Indigenous",17
2018,"NSW","Catholic","Female","Non-Indigenous",12
2018,"NSW","Catholic","Female","Non-Indigenous",3
2018,"NSW","Catholic","Female","Non-Indigenous",14
2018,"NSW","Catholic","Female","Non-Indigenous",18
2018,"NSW","Catholic","Female","Non-Indigenous",146
2018,"NSW","Catholic","Female","Non-Indigenous",8616
2018,"NSW","Catholic","Female","Non-Indigenous",2192
2018,"NSW","Catholic","Female","Non-Indigenous",13
2018,"NSW","Catholic","Female","Non-Indigenous",174
2018,"NSW","Catholic","Female","Non-Indigenous",8133
2018,"NSW","Catholic","Female","Non-Indigenous",2067
2018,"NSW","Catholic","Female","Non-Indigenous",11
2018,"NSW","Catholic","Female","Non-Indigenous",157
2018,"NSW","Catholic","Female","Non-Indigenous",8003
2018,"NSW","Catholic","Female","Non-Indigenous",2152
2018,"NSW","Catholic","Female","Non-Indigenous",19
2018,"NSW","Catholic","Female","Non-Indigenous",156
2018,"NSW","Catholic","Female","Non-Indigenous",7948
2018,"NSW","Catholic","Female","Non-Indigenous",2102
2018,"NSW","Catholic","Female","Non-Indigenous",31
2018,"NSW","Catholic","Female","Non-Indigenous",10
2018,"NSW","Catholic","Female","Non-Indigenous",6
2018,"NSW","Catholic","Female","Non-Indigenous",6
2018,"NSW","Catholic","Female","Non-Indigenous",11
2018,"NSW","Catholic","Female","Non-Indigenous",15
2018,"NSW","Catholic","Female","Non-Indigenous",15
2018,"NSW","Catholic","Female","Non-Indigenous",22
2018,"NSW","Catholic","Female","Non-Indigenous",13
2018,"NSW","Catholic","Female","Non-Indigenous",9
2018,"NSW","Catholic","Female","Non-Indigenous",8
2018,"NSW","Catholic","Female","Non-Indigenous",151
2018,"NSW","Catholic","Female","Non-Indigenous",7247
2018,"NSW","Catholic","Female","Non-Indigenous",2045
2018,"NSW","Catholic","Female","Non-Indigenous",36
2018,"NSW","Catholic","Female","Non-Indigenous",4
2018,"NSW","Catholic","Female","Non-Indigenous",137
2018,"NSW","Catholic","Female","Non-Indigenous",6914
2018,"NSW","Catholic","Female","Non-Indigenous",1914
2018,"NSW","Catholic","Female","Non-Indigenous",32
2018,"NSW","Catholic","Female","Non-Indigenous",7
2018,"NSW","Independent","Male","Indigenous",67
2018,"NSW","Independent","Male","Indigenous",50
2018,"NSW","Independent","Male","Indigenous",65
2018,"NSW","Independent","Male","Indigenous",38
2018,"NSW","Independent","Male","Indigenous",61
2018,"NSW","Independent","Male","Indigenous",34
2018,"NSW","Independent","Male","Indigenous",64
2018,"NSW","Independent","Male","Indigenous",36
2018,"NSW","Independent","Male","Indigenous",66
2018,"NSW","Independent","Male","Indigenous",39
2018,"NSW","Independent","Male","Indigenous",78
2018,"NSW","Independent","Male","Indigenous",35
2018,"NSW","Independent","Male","Indigenous",49
2018,"NSW","Independent","Male","Indigenous",43
2018,"NSW","Independent","Male","Indigenous",4
2018,"NSW","Independent","Male","Indigenous",5
2018,"NSW","Independent","Male","Indigenous",4
2018,"NSW","Independent","Male","Indigenous",4
2018,"NSW","Independent","Male","Indigenous",6
2018,"NSW","Independent","Male","Indigenous",3
2018,"NSW","Independent","Male","Indigenous",5
2018,"NSW","Independent","Male","Indigenous",67
2018,"NSW","Independent","Male","Indigenous",53
2018,"NSW","Independent","Male","Indigenous",66
2018,"NSW","Independent","Male","Indigenous",56
2018,"NSW","Independent","Male","Indigenous",8
2018,"NSW","Independent","Male","Indigenous",95
2018,"NSW","Independent","Male","Indigenous",56
2018,"NSW","Independent","Male","Indigenous",111
2018,"NSW","Independent","Male","Indigenous",80
2018,"NSW","Independent","Male","Indigenous",8
2018,"NSW","Independent","Male","Indigenous",3
2018,"NSW","Independent","Male","Indigenous",4
2018,"NSW","Independent","Male","Indigenous",5
2018,"NSW","Independent","Male","Indigenous",6
2018,"NSW","Independent","Male","Indigenous",3
2018,"NSW","Independent","Male","Indigenous",64
2018,"NSW","Independent","Male","Indigenous",45
2018,"NSW","Independent","Male","Indigenous",10
2018,"NSW","Independent","Male","Indigenous",5
2018,"NSW","Independent","Male","Indigenous",3
2018,"NSW","Independent","Male","Indigenous",39
2018,"NSW","Independent","Male","Indigenous",36
2018,"NSW","Independent","Male","Indigenous",5
2018,"NSW","Independent","Male","Non-Indigenous",35
2018,"NSW","Independent","Male","Non-Indigenous",3548
2018,"NSW","Independent","Male","Non-Indigenous",1644
2018,"NSW","Independent","Male","Non-Indigenous",9
2018,"NSW","Independent","Male","Non-Indigenous",53
2018,"NSW","Independent","Male","Non-Indigenous",3269
2018,"NSW","Independent","Male","Non-Indigenous",1690
2018,"NSW","Independent","Male","Non-Indigenous",8
2018,"NSW","Independent","Male","Non-Indigenous",59
2018,"NSW","Independent","Male","Non-Indigenous",3422
2018,"NSW","Independent","Male","Non-Indigenous",1701
2018,"NSW","Independent","Male","Non-Indigenous",8
2018,"NSW","Independent","Male","Non-Indigenous",64
2018,"NSW","Independent","Male","Non-Indigenous",3591
2018,"NSW","Independent","Male","Non-Indigenous",1756
2018,"NSW","Independent","Male","Non-Indigenous",13
2018,"NSW","Independent","Male","Non-Indigenous",63
2018,"NSW","Independent","Male","Non-Indigenous",3607
2018,"NSW","Independent","Male","Non-Indigenous",1730
2018,"NSW","Independent","Male","Non-Indigenous",13
2018,"NSW","Independent","Male","Non-Indigenous",68
2018,"NSW","Independent","Male","Non-Indigenous",4000
2018,"NSW","Independent","Male","Non-Indigenous",1967
2018,"NSW","Independent","Male","Non-Indigenous",23
2018,"NSW","Independent","Male","Non-Indigenous",85
2018,"NSW","Independent","Male","Non-Indigenous",4167
2018,"NSW","Independent","Male","Non-Indigenous",1812
2018,"NSW","Independent","Male","Non-Indigenous",23
2018,"NSW","Independent","Male","Non-Indigenous",16
2018,"NSW","Independent","Male","Non-Indigenous",88
2018,"NSW","Independent","Male","Non-Indigenous",120
2018,"NSW","Independent","Male","Non-Indigenous",137
2018,"NSW","Independent","Male","Non-Indigenous",135
2018,"NSW","Independent","Male","Non-Indigenous",141
2018,"NSW","Independent","Male","Non-Indigenous",115
2018,"NSW","Independent","Male","Non-Indigenous",105
2018,"NSW","Independent","Male","Non-Indigenous",3
2018,"NSW","Independent","Male","Non-Indigenous",78
2018,"NSW","Independent","Male","Non-Indigenous",5477
2018,"NSW","Independent","Male","Non-Indigenous",2440
2018,"NSW","Independent","Male","Non-Indigenous",17
2018,"NSW","Independent","Male","Non-Indigenous",108
2018,"NSW","Independent","Male","Non-Indigenous",5040
2018,"NSW","Independent","Male","Non-Indigenous",2242
2018,"NSW","Independent","Male","Non-Indigenous",23
2018,"NSW","Independent","Male","Non-Indigenous",100
2018,"NSW","Independent","Male","Non-Indigenous",4912
2018,"NSW","Independent","Male","Non-Indigenous",2386
2018,"NSW","Independent","Male","Non-Indigenous",37
2018,"NSW","Independent","Male","Non-Indigenous",96
2018,"NSW","Independent","Male","Non-Indigenous",4804
2018,"NSW","Independent","Male","Non-Indigenous",2309
2018,"NSW","Independent","Male","Non-Indigenous",60
2018,"NSW","Independent","Male","Non-Indigenous",4
2018,"NSW","Independent","Male","Non-Indigenous",3
2018,"NSW","Independent","Male","Non-Indigenous",94
2018,"NSW","Independent","Male","Non-Indigenous",86
2018,"NSW","Independent","Male","Non-Indigenous",67
2018,"NSW","Independent","Male","Non-Indigenous",91
2018,"NSW","Independent","Male","Non-Indigenous",69
2018,"NSW","Independent","Male","Non-Indigenous",25
2018,"NSW","Independent","Male","Non-Indigenous",10
2018,"NSW","Independent","Male","Non-Indigenous",76
2018,"NSW","Independent","Male","Non-Indigenous",4297
2018,"NSW","Independent","Male","Non-Indigenous",2080
2018,"NSW","Independent","Male","Non-Indigenous",72
2018,"NSW","Independent","Male","Non-Indigenous",10
2018,"NSW","Independent","Male","Non-Indigenous",3
2018,"NSW","Independent","Male","Non-Indigenous",55
2018,"NSW","Independent","Male","Non-Indigenous",76
2018,"NSW","Independent","Male","Non-Indigenous",4038
2018,"NSW","Independent","Male","Non-Indigenous",2024
2018,"NSW","Independent","Male","Non-Indigenous",65
2018,"NSW","Independent","Male","Non-Indigenous",12
2018,"NSW","Independent","Female","Indigenous",73
2018,"NSW","Independent","Female","Indigenous",50
2018,"NSW","Independent","Female","Indigenous",77
2018,"NSW","Independent","Female","Indigenous",29
2018,"NSW","Independent","Female","Indigenous",66
2018,"NSW","Independent","Female","Indigenous",32
2018,"NSW","Independent","Female","Indigenous",67
2018,"NSW","Independent","Female","Indigenous",40
2018,"NSW","Independent","Female","Indigenous",71
2018,"NSW","Independent","Female","Indigenous",30
2018,"NSW","Independent","Female","Indigenous",68
2018,"NSW","Independent","Female","Indigenous",46
2018,"NSW","Independent","Female","Indigenous",68
2018,"NSW","Independent","Female","Indigenous",39
2018,"NSW","Independent","Female","Indigenous",6
2018,"NSW","Independent","Female","Indigenous",5
2018,"NSW","Independent","Female","Indigenous",3
2018,"NSW","Independent","Female","Indigenous",107
2018,"NSW","Independent","Female","Indigenous",38
2018,"NSW","Independent","Female","Indigenous",104
2018,"NSW","Independent","Female","Indigenous",48
2018,"NSW","Independent","Female","Indigenous",4
2018,"NSW","Independent","Female","Indigenous",120
2018,"NSW","Independent","Female","Indigenous",52
2018,"NSW","Independent","Female","Indigenous",3
2018,"NSW","Independent","Female","Indigenous",118
2018,"NSW","Independent","Female","Indigenous",61
2018,"NSW","Independent","Female","Indigenous",7
2018,"NSW","Independent","Female","Indigenous",3
2018,"NSW","Independent","Female","Indigenous",6
2018,"NSW","Independent","Female","Indigenous",3
2018,"NSW","Independent","Female","Indigenous",4
2018,"NSW","Independent","Female","Indigenous",87
2018,"NSW","Independent","Female","Indigenous",55
2018,"NSW","Independent","Female","Indigenous",16
2018,"NSW","Independent","Female","Indigenous",3
2018,"NSW","Independent","Female","Indigenous",7
2018,"NSW","Independent","Female","Indigenous",21
2018,"NSW","Independent","Female","Indigenous",84
2018,"NSW","Independent","Female","Indigenous",24
2018,"NSW","Independent","Female","Indigenous",8
2018,"NSW","Independent","Female","Indigenous",5
2018,"NSW","Independent","Female","Non-Indigenous",47
2018,"NSW","Independent","Female","Non-Indigenous",3742
2018,"NSW","Independent","Female","Non-Indigenous",1230
2018,"NSW","Independent","Female","Non-Indigenous",9
2018,"NSW","Independent","Female","Non-Indigenous",81
2018,"NSW","Independent","Female","Non-Indigenous",3661
2018,"NSW","Independent","Female","Non-Indigenous",1291
2018,"NSW","Independent","Female","Non-Indigenous",5
2018,"NSW","Independent","Female","Non-Indigenous",72
2018,"NSW","Independent","Female","Non-Indigenous",3678
2018,"NSW","Independent","Female","Non-Indigenous",1296
2018,"NSW","Independent","Female","Non-Indigenous",6
2018,"NSW","Independent","Female","Non-Indigenous",85
2018,"NSW","Independent","Female","Non-Indigenous",4000
